"Time stamp","Estimate rec. thermal power TO HTF | (MWt)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Field optical efficiency before defocus"
"Nov 11, 02:00 am",0,66.7955,143.213,0
"Nov 11, 03:00 am",0,79.7182,131.82,0
"Nov 11, 04:00 am",0,89.6814,119.982,0
"Nov 11, 05:00 am",0,98.4666,108.123,0
"Nov 11, 06:00 am",0,107.053,96.527,0
"Nov 11, 07:00 am",0,116.139,85.2951,0
"Nov 11, 08:00 am",0,126.35,75.2353,0.51455
"Nov 11, 09:00 am",0,138.294,66.4572,0.661428
"Nov 11, 10:00 am",307.49,152.436,59.694,0.627969
"Nov 11, 11:00 am",273.224,168.704,55.732,0.598236
"Nov 11, 12:00 pm",265.914,186.064,55.1979,0.593327
"Nov 11, 01:00 pm",299.031,202.809,58.1884,0.617713
"Nov 11, 02:00 pm",346.211,217.624,64.2013,0.651826
"Nov 11, 03:00 pm",329.709,230.181,72.4606,0.631189
"Nov 11, 04:00 pm",43.3158,240.835,82.2243,0.13532
"Nov 11, 05:00 pm",37.1369,250.173,93.1733,0
"Nov 11, 06:00 pm",25.3449,258.817,104.645,0
"Nov 11, 07:00 pm",13.2697,267.424,116.461,0
"Nov 11, 08:00 pm",0,276.849,128.354,0
"Nov 11, 09:00 pm",0,288.536,139.969,0
"Nov 11, 10:00 pm",0,305.51,150.605,0
"Nov 11, 11:00 pm",0,333.838,158.438,0
"Nov 12, 12:00 am",0,14.4412,159.716,0
"Nov 12, 01:00 am",0,47.4266,153.461,0
"Nov 12, 02:00 am",0,67.1153,143.41,0
"Nov 12, 03:00 am",0,79.9968,131.999,0
"Nov 12, 04:00 am",0,89.9255,120.157,0
"Nov 12, 05:00 am",0,98.6856,108.301,0
"Nov 12, 06:00 am",0,107.254,96.7147,0
"Nov 12, 07:00 am",0,116.323,85.4921,0
"Nov 12, 08:00 am",0,126.515,75.4559,0.507978
"Nov 12, 09:00 am",0,138.432,66.6993,0.660613
"Nov 12, 10:00 am",307.453,152.526,59.9555,0.626629
"Nov 12, 11:00 am",272.09,168.722,56.0042,0.596312
"Nov 12, 12:00 pm",85.4636,186,55.4651,0.59124
"Nov 12, 01:00 pm",298.26,202.674,58.4351,0.616057
"Nov 12, 02:00 pm",346.113,217.444,64.4191,0.650741
"Nov 12, 03:00 pm",336.439,229.976,72.649,0.626302
"Nov 12, 04:00 pm",43.3256,240.616,82.3861,0.129927
"Nov 12, 05:00 pm",37.1366,249.943,93.3172,0
"Nov 12, 06:00 pm",25.2813,258.571,104.775,0
"Nov 12, 07:00 pm",13.1576,267.154,116.585,0
"Nov 12, 08:00 pm",0,276.542,128.479,0
"Nov 12, 09:00 pm",0,288.176,140.109,0
"Nov 12, 10:00 pm",0,305.09,150.781,0
"Nov 12, 11:00 pm",0,333.487,158.676,0
"Nov 13, 12:00 am",0,14.5146,159.985,0
"Nov 13, 01:00 am",0,47.7418,153.691,0
"Nov 13, 02:00 am",0,67.4279,143.605,0
"Nov 13, 03:00 am",0,80.2689,132.178,0
"Nov 13, 04:00 am",0,90.1634,120.331,0
"Nov 13, 05:00 am",0,98.8987,108.479,0
"Nov 13, 06:00 am",0,107.448,96.9019,0
"Nov 13, 07:00 am",0,116.502,85.6877,0
"Nov 13, 08:00 am",0,126.675,75.6746,0.50142
"Nov 13, 09:00 am",0,138.562,66.9389,0.659815
"Nov 13, 10:00 am",302.807,152.609,60.2136,0.625311
"Nov 13, 11:00 am",266.772,168.736,56.2718,0.594407
"Nov 13, 12:00 pm",258.942,185.932,55.7267,0.589159
"Nov 13, 01:00 pm",288.741,202.537,58.6757,0.614401
"Nov 13, 02:00 pm",335.789,217.263,64.6306,0.649654
"Nov 13, 03:00 pm",312.003,229.772,72.8312,0.621594
"Nov 13, 04:00 pm",42.9179,240.398,82.5418,0.124805
"Nov 13, 05:00 pm",36.1216,249.714,93.4552,0
"Nov 13, 06:00 pm",24.0486,258.327,104.9,0
"Nov 13, 07:00 pm",12.0049,266.887,116.702,0
"Nov 13, 08:00 pm",0,276.238,128.598,0
"Nov 13, 09:00 pm",0,287.816,140.242,0
"Nov 13, 10:00 pm",0,304.668,150.95,0
"Nov 13, 11:00 pm",0,333.125,158.907,0
"Nov 14, 12:00 am",0,14.5771,160.249,0
"Nov 14, 01:00 am",0,48.0489,153.919,0
"Nov 14, 02:00 am",0,67.733,143.799,0
"Nov 14, 03:00 am",0,80.5341,132.356,0
"Nov 14, 04:00 am",0,90.395,120.504,0
"Nov 14, 05:00 am",0,99.1057,108.657,0
"Nov 14, 06:00 am",0,107.637,97.0885,0
"Nov 14, 07:00 am",0,116.674,85.8802,0
"Nov 14, 08:00 am",0,126.828,75.8913,0.494879
"Nov 14, 09:00 am",0,138.686,67.1756,0.659037
"Nov 14, 10:00 am",305.693,152.686,60.4678,0.624017
"Nov 14, 11:00 am",269.519,168.744,56.5344,0.592522
"Nov 14, 12:00 pm",259.526,185.861,55.9827,0.587087
"Nov 14, 01:00 pm",290.304,202.399,58.9101,0.612747
"Nov 14, 02:00 pm",338.478,217.083,64.8359,0.648566
"Nov 14, 03:00 pm",325.014,229.569,73.0069,0.617068
"Nov 14, 04:00 pm",43.0537,240.183,82.6899,0.119951
"Nov 14, 05:00 pm",36.3278,249.487,93.5872,0
"Nov 14, 06:00 pm",24.2575,258.085,105.018,0
"Nov 14, 07:00 pm",12.2386,266.622,116.814,0
"Nov 14, 08:00 pm",0,275.935,128.711,0
"Nov 14, 09:00 pm",0,287.458,140.368,0
"Nov 14, 10:00 pm",0,304.243,151.111,0
"Nov 14, 11:00 pm",0,332.752,159.131,0
"Nov 15, 12:00 am",0,14.6281,160.509,0
"Nov 15, 01:00 am",0,48.3476,154.145,0
"Nov 15, 02:00 am",0,68.0304,143.992,0
"Nov 15, 03:00 am",0,80.7924,132.533,0
"Nov 15, 04:00 am",0,90.6201,120.677,0
"Nov 15, 05:00 am",0,99.3065,108.833,0
"Nov 15, 06:00 am",0,107.819,97.2745,0
"Nov 15, 07:00 am",0,116.84,86.0741,0
"Nov 15, 08:00 am",0,126.974,76.1072,0.48746
"Nov 15, 09:00 am",0,138.804,67.4105,0.658278
"Nov 15, 10:00 am",280.098,152.757,60.7189,0.622749
"Nov 15, 11:00 am",253.67,168.747,56.7927,0.590659
"Nov 15, 12:00 pm",247.355,185.787,56.2334,0.585026
"Nov 15, 01:00 pm",278.193,202.261,59.1389,0.611094
"Nov 15, 02:00 pm",324.433,216.903,65.0354,0.647477
"Nov 15, 03:00 pm",292.703,229.367,73.1771,0.612727
"Nov 15, 04:00 pm",42.5184,239.969,82.8346,0.115358
"Nov 15, 05:00 pm",34.4033,249.263,93.7134,0
"Nov 15, 06:00 pm",22.9335,257.846,105.131,0
"Nov 15, 07:00 pm",11.1942,266.359,116.919,0
"Nov 15, 08:00 pm",0,275.636,128.817,0
"Nov 15, 09:00 pm",0,287.101,140.488,0
"Nov 15, 10:00 pm",0,303.818,151.264,0
"Nov 15, 11:00 pm",0,332.37,159.348,0
"Nov 16, 12:00 am",0,14.6673,160.765,0
"Nov 16, 01:00 am",0,48.6373,154.367,0
"Nov 16, 02:00 am",0,68.3198,144.183,0
"Nov 16, 03:00 am",0,81.0435,132.709,0
"Nov 16, 04:00 am",0,90.8387,120.85,0
"Nov 16, 05:00 am",0,99.5011,109.01,0
"Nov 16, 06:00 am",0,107.995,97.4597,0
"Nov 16, 07:00 am",0,116.999,86.2647,0
"Nov 16, 08:00 am",0,127.115,76.3209,0.475725
"Nov 16, 09:00 am",0,138.915,67.6425,0.657539
"Nov 16, 10:00 am",282.902,152.821,60.9661,0.621508
"Nov 16, 11:00 am",251.718,168.745,57.0461,0.588823
"Nov 16, 12:00 pm",244.036,185.71,56.4784,0.582977
"Nov 16, 01:00 pm",275.467,202.121,59.3617,0.609445
"Nov 16, 02:00 pm",321.04,216.724,65.229,0.646389
"Nov 16, 03:00 pm",294.343,229.167,73.3415,0.608573
"Nov 16, 04:00 pm",42.4972,239.757,82.9725,0.111023
"Nov 16, 05:00 pm",34.3896,249.04,93.8335,0
"Nov 16, 06:00 pm",22.9556,257.609,105.237,0
"Nov 16, 07:00 pm",11.3127,266.099,117.018,0
"Nov 16, 08:00 pm",0,275.339,128.916,0
"Nov 16, 09:00 pm",0,286.747,140.6,0
"Nov 16, 10:00 pm",0,303.391,151.41,0
"Nov 16, 11:00 pm",0,331.977,159.558,0
"Nov 17, 12:00 am",0,14.6942,161.016,0
"Nov 17, 01:00 am",0,48.9179,154.587,0
"Nov 17, 02:00 am",0,68.6011,144.372,0
"Nov 17, 03:00 am",0,81.2874,132.884,0
"Nov 17, 04:00 am",0,91.0507,121.022,0
"Nov 17, 05:00 am",0,99.6893,109.185,0
"Nov 17, 06:00 am",0,108.165,97.6441,0
"Nov 17, 07:00 am",0,117.153,86.4544,0
"Nov 17, 08:00 am",0,127.248,76.5328,0.464166
"Nov 17, 09:00 am",0,139.019,67.8717,0.656822
"Nov 17, 10:00 am",279.965,152.88,61.2095,0.620296
"Nov 17, 11:00 am",249.06,168.738,57.2946,0.587014
"Nov 17, 12:00 pm",242.963,185.631,56.7178,0.580943
"Nov 17, 01:00 pm",273.437,201.98,59.5784,0.607801
"Nov 17, 02:00 pm",320.593,216.545,65.4163,0.645302
"Nov 17, 03:00 pm",289.074,228.968,73.4996,0.604608
"Nov 17, 04:00 pm",40.1674,239.547,83.1043,0
"Nov 17, 05:00 pm",28.6924,248.82,93.9476,0
"Nov 17, 06:00 pm",16.097,257.375,105.337,0
"Nov 17, 07:00 pm",0,265.842,117.111,0
"Nov 17, 08:00 pm",0,275.045,129.01,0
"Nov 17, 09:00 pm",0,286.395,140.705,0
"Nov 17, 10:00 pm",0,302.964,151.549,0
"Nov 17, 11:00 pm",0,331.575,159.761,0
"Nov 18, 12:00 am",0,14.7083,161.262,0
"Nov 18, 01:00 am",0,49.1889,154.804,0
"Nov 18, 02:00 am",0,68.874,144.56,0
"Nov 18, 03:00 am",0,81.5238,133.058,0
"Nov 18, 04:00 am",0,91.2558,121.193,0
"Nov 18, 05:00 am",0,99.8712,109.36,0
"Nov 18, 06:00 am",0,108.329,97.8276,0
"Nov 18, 07:00 am",0,117.3,86.6425,0
"Nov 18, 08:00 am",0,127.375,76.7427,0.452789
"Nov 18, 09:00 am",0,139.117,68.0981,0.656128
"Nov 18, 10:00 am",272.512,152.932,61.4489,0.619115
"Nov 18, 11:00 am",243.782,168.727,57.538,0.585235
"Nov 18, 12:00 pm",237.914,185.549,56.9512,0.578927
"Nov 18, 01:00 pm",269.079,201.839,59.7889,0.606164
"Nov 18, 02:00 pm",315.427,216.367,65.5975,0.644217
"Nov 18, 03:00 pm",285.322,228.771,73.6516,0.600835
"Nov 18, 04:00 pm",40.1952,239.339,83.2303,0
"Nov 18, 05:00 pm",28.8227,248.602,94.0556,0
"Nov 18, 06:00 pm",16.2851,257.143,105.432,0
"Nov 18, 07:00 pm",0,265.588,117.197,0
"Nov 18, 08:00 pm",0,274.754,129.096,0
"Nov 18, 09:00 pm",0,286.046,140.804,0
"Nov 18, 10:00 pm",0,302.537,151.679,0
"Nov 18, 11:00 pm",0,331.163,159.956,0
"Nov 19, 12:00 am",0,14.7094,161.503,0
"Nov 19, 01:00 am",0,49.4499,155.018,0
"Nov 19, 02:00 am",0,69.1382,144.745,0
"Nov 19, 03:00 am",0,81.7526,133.231,0
"Nov 19, 04:00 am",0,91.4541,121.363,0
"Nov 19, 05:00 am",0,100.046,109.534,0
"Nov 19, 06:00 am",0,108.486,98.01,0
"Nov 19, 07:00 am",0,117.44,86.8281,0
"Nov 19, 08:00 am",0,127.495,76.9504,0.441598
"Nov 19, 09:00 am",0,139.208,68.3213,0.655457
"Nov 19, 10:00 am",268.426,152.978,61.6841,0.617967
"Nov 19, 11:00 am",241.555,168.711,57.7762,0.583489
"Nov 19, 12:00 pm",235.578,185.463,57.1786,0.57693
"Nov 19, 01:00 pm",267.06,201.697,59.9929,0.604534
"Nov 19, 02:00 pm",314.371,216.189,65.772,0.643135
"Nov 19, 03:00 pm",289.581,228.575,73.797,0.597256
"Nov 19, 04:00 pm",40.1575,239.133,83.3493,0
"Nov 19, 05:00 pm",28.6588,248.387,94.1576,0
"Nov 19, 06:00 pm",16.02,256.915,105.52,0
"Nov 19, 07:00 pm",0,265.337,117.278,0
"Nov 19, 08:00 pm",0,274.466,129.176,0
"Nov 19, 09:00 pm",0,285.7,140.895,0
"Nov 19, 10:00 pm",0,302.11,151.803,0
"Nov 19, 11:00 pm",0,330.742,160.144,0
"Nov 20, 12:00 am",0,14.6969,161.739,0
"Nov 20, 01:00 am",0,49.7005,155.229,0
"Nov 20, 02:00 am",0,69.3936,144.93,0
"Nov 20, 03:00 am",0,81.9737,133.403,0
"Nov 20, 04:00 am",0,91.6454,121.533,0
"Nov 20, 05:00 am",0,100.215,109.707,0
"Nov 20, 06:00 am",0,108.637,98.1913,0
"Nov 20, 07:00 am",0,117.574,87.0106,0
"Nov 20, 08:00 am",0,127.609,77.1555,0.430598
"Nov 20, 09:00 am",0,139.293,68.5413,0.654811
"Nov 20, 10:00 am",281.276,153.019,61.915,0.616853
"Nov 20, 11:00 am",249.722,168.69,58.009,0.581779
"Nov 20, 12:00 pm",240.184,185.376,57.4001,0.574956
"Nov 20, 01:00 pm",272.735,201.555,60.1906,0.602913
"Nov 20, 02:00 pm",322.346,216.013,65.9402,0.642056
"Nov 20, 03:00 pm",282.439,228.382,73.9364,0.593872
"Nov 20, 04:00 pm",40.1557,238.929,83.4629,0
"Nov 20, 05:00 pm",28.7159,248.175,94.2535,0
"Nov 20, 06:00 pm",16.1096,256.689,105.602,0
"Nov 20, 07:00 pm",0,265.089,117.352,0
"Nov 20, 08:00 pm",0,274.183,129.25,0
"Nov 20, 09:00 pm",0,285.358,140.979,0
"Nov 20, 10:00 pm",0,301.685,151.918,0
"Nov 20, 11:00 pm",0,330.313,160.324,0
"Nov 21, 12:00 am",0,14.6705,161.97,0
"Nov 21, 01:00 am",0,49.9404,155.437,0
"Nov 21, 02:00 am",0,69.6399,145.112,0
"Nov 21, 03:00 am",0,82.187,133.574,0
"Nov 21, 04:00 am",0,91.8295,121.701,0
"Nov 21, 05:00 am",0,100.377,109.88,0
"Nov 21, 06:00 am",0,108.781,98.3714,0
"Nov 21, 07:00 am",0,117.701,87.1925,0
"Nov 21, 08:00 am",0,127.717,77.3586,0.419795
"Nov 21, 09:00 am",0,139.371,68.7581,0.654191
"Nov 21, 10:00 am",267.342,153.053,62.1417,0.615775
"Nov 21, 11:00 am",240.348,168.665,58.2366,0.580106
"Nov 21, 12:00 pm",234.012,185.286,57.6154,0.573007
"Nov 21, 01:00 pm",266.107,201.412,60.382,0.601304
"Nov 21, 02:00 pm",314.347,215.837,66.102,0.640982
"Nov 21, 03:00 pm",285.261,228.189,74.0693,0.590686
"Nov 21, 04:00 pm",40.173,238.728,83.5694,0
"Nov 21, 05:00 pm",28.6222,247.965,94.3432,0
"Nov 21, 06:00 pm",15.9298,256.466,105.678,0
"Nov 21, 07:00 pm",0,264.845,117.42,0
"Nov 21, 08:00 pm",0,273.903,129.317,0
"Nov 21, 09:00 pm",0,285.019,141.057,0
"Nov 21, 10:00 pm",0,301.262,152.026,0
"Nov 21, 11:00 pm",0,329.876,160.496,0
"Nov 22, 12:00 am",0,14.6298,162.195,0
"Nov 22, 01:00 am",0,50.1693,155.642,0
"Nov 22, 02:00 am",0,69.8769,145.292,0
"Nov 22, 03:00 am",0,82.3922,133.743,0
"Nov 22, 04:00 am",0,92.0065,121.869,0
"Nov 22, 05:00 am",0,100.532,110.051,0
"Nov 22, 06:00 am",0,108.919,98.5501,0
"Nov 22, 07:00 am",0,117.822,87.3726,0
"Nov 22, 08:00 am",0,127.818,77.5593,0.409193
"Nov 22, 09:00 am",0,139.443,68.9716,0.653649
"Nov 22, 10:00 am",0,153.082,62.3638,0.614734
"Nov 22, 11:00 am",0,168.636,58.4586,0.578474
"Nov 22, 12:00 pm",0,185.193,57.8244,0.570044
"Nov 22, 01:00 pm",200.459,201.268,60.5666,0.599083
"Nov 22, 02:00 pm",285.693,215.663,66.2571,0.639913
"Nov 22, 03:00 pm",240.671,227.999,74.1957,0.587698
"Nov 22, 04:00 pm",40.1042,238.53,83.6699,0
"Nov 22, 05:00 pm",28.4742,247.758,94.4268,0
"Nov 22, 06:00 pm",15.7426,256.247,105.748,0
"Nov 22, 07:00 pm",0,264.605,117.482,0
"Nov 22, 08:00 pm",0,273.627,129.378,0
"Nov 22, 09:00 pm",0,284.685,141.128,0
"Nov 22, 10:00 pm",0,300.84,152.126,0
"Nov 22, 11:00 pm",0,329.432,160.661,0
"Nov 23, 12:00 am",0,14.5745,162.416,0
"Nov 23, 01:00 am",0,50.3866,155.843,0
"Nov 23, 02:00 am",0,70.1044,145.471,0
"Nov 23, 03:00 am",0,82.5893,133.912,0
"Nov 23, 04:00 am",0,92.1762,122.035,0
"Nov 23, 05:00 am",0,100.681,110.221,0
"Nov 23, 06:00 am",0,109.05,98.7274,0
"Nov 23, 07:00 am",0,117.937,87.5496,0
"Nov 23, 08:00 am",0,127.912,77.757,0
"Nov 23, 09:00 am",0,139.509,69.1813,0.653079
"Nov 23, 10:00 am",0,153.105,62.5813,0.613732
"Nov 23, 11:00 am",0,168.602,58.675,0.575983
"Nov 23, 12:00 pm",111.115,185.098,58.0271,0.568159
"Nov 23, 01:00 pm",217.099,201.124,60.7447,0.598125
"Nov 23, 02:00 pm",53.6451,215.489,66.4057,0.638851
"Nov 23, 03:00 pm",229.835,227.811,74.3157,0.58212
"Nov 23, 04:00 pm",40.1885,238.333,83.7647,0
"Nov 23, 05:00 pm",29.3433,247.555,94.5043,0
"Nov 23, 06:00 pm",15.9458,256.032,105.811,0
"Nov 23, 07:00 pm",0,264.369,117.537,0
"Nov 23, 08:00 pm",0,273.356,129.433,0
"Nov 23, 09:00 pm",0,284.355,141.192,0
"Nov 23, 10:00 pm",0,300.422,152.219,0
"Nov 23, 11:00 pm",0,328.981,160.817,0
"Nov 24, 12:00 am",0,14.5041,162.63,0
"Nov 24, 01:00 am",0,50.5922,156.042,0
"Nov 24, 02:00 am",0,70.3221,145.648,0
"Nov 24, 03:00 am",0,82.778,134.079,0
"Nov 24, 04:00 am",0,92.3385,122.2,0
"Nov 24, 05:00 am",0,100.823,110.389,0
"Nov 24, 06:00 am",0,109.174,98.9031,0
"Nov 24, 07:00 am",0,118.045,87.7225,0
"Nov 24, 08:00 am",0,128,77.952,0
"Nov 24, 09:00 am",0,139.568,69.3875,0.652538
"Nov 24, 10:00 am",0,153.122,62.7942,0.612771
"Nov 24, 11:00 am",0,168.564,58.8858,0.57481
"Nov 24, 12:00 pm",157.697,185.001,58.2237,0.566275
"Nov 24, 01:00 pm",234.19,200.979,60.9163,0.596558
"Nov 24, 02:00 pm",273.255,215.316,66.5479,0.637796
"Nov 24, 03:00 pm",199.717,227.625,74.4296,0.582327
"Nov 24, 04:00 pm",40.221,238.14,83.8534,0
"Nov 24, 05:00 pm",28.6015,247.354,94.5757,0
"Nov 24, 06:00 pm",15.8299,255.82,105.869,0
"Nov 24, 07:00 pm",0,264.137,117.587,0
"Nov 24, 08:00 pm",0,273.089,129.481,0
"Nov 24, 09:00 pm",0,284.03,141.249,0
"Nov 24, 10:00 pm",0,300.007,152.304,0
"Nov 24, 11:00 pm",0,328.523,160.966,0
"Nov 25, 12:00 am",0,14.4185,162.839,0
"Nov 25, 01:00 am",0,50.7854,156.237,0
"Nov 25, 02:00 am",0,70.5298,145.823,0
"Nov 25, 03:00 am",0,82.9584,134.244,0
"Nov 25, 04:00 am",0,92.4933,122.364,0
"Nov 25, 05:00 am",0,100.957,110.557,0
"Nov 25, 06:00 am",0,109.292,99.0772,0
"Nov 25, 07:00 am",0,118.146,87.8946,0
"Nov 25, 08:00 am",0,128.081,78.1443,0.378634
"Nov 25, 09:00 am",0,139.621,69.5898,0.652024
"Nov 25, 10:00 am",0,153.134,63.0021,0.611852
"Nov 25, 11:00 am",0,168.521,59.0905,0.573845
"Nov 25, 12:00 pm",0,184.901,58.4134,0.565507
"Nov 25, 01:00 pm",0,200.835,61.0808,0.59501
"Nov 25, 02:00 pm",0,215.145,66.6831,0.636749
"Nov 25, 03:00 pm",0,227.441,74.5367,0.579945
"Nov 25, 04:00 pm",0,237.95,83.9363,0
"Nov 25, 05:00 pm",0,247.157,94.6409,0
"Nov 25, 06:00 pm",0,255.612,105.921,0
"Nov 25, 07:00 pm",0,263.909,117.631,0
"Nov 25, 08:00 pm",0,272.827,129.523,0
"Nov 25, 09:00 pm",0,283.711,141.299,0
"Nov 25, 10:00 pm",0,299.596,152.382,0
"Nov 25, 11:00 pm",0,328.061,161.106,0
"Nov 26, 12:00 am",0,14.3171,163.043,0
"Nov 26, 01:00 am",0,50.9661,156.43,0
"Nov 26, 02:00 am",0,70.7273,145.995,0
"Nov 26, 03:00 am",0,83.1301,134.408,0
"Nov 26, 04:00 am",0,92.6405,122.527,0
"Nov 26, 05:00 am",0,101.085,110.723,0
"Nov 26, 06:00 am",0,109.403,99.2495,0
"Nov 26, 07:00 am",0,118.24,88.0613,0
"Nov 26, 08:00 am",0,128.155,78.3329,0
"Nov 26, 09:00 am",0,139.667,69.788,0.65154
"Nov 26, 10:00 am",0,153.14,63.2051,0.610976
"Nov 26, 11:00 am",0,168.475,59.2895,0.572399
"Nov 26, 12:00 pm",0,184.8,58.5966,0.562747
"Nov 26, 01:00 pm",46.3297,200.69,61.2386,0.593481
"Nov 26, 02:00 pm",31.2302,214.975,66.8115,0.63555
"Nov 26, 03:00 pm",158.239,227.259,74.6371,0.574958
"Nov 26, 04:00 pm",38.5707,237.762,84.0115,0
"Nov 26, 05:00 pm",27.8379,246.964,94.7,0
"Nov 26, 06:00 pm",15.5788,255.407,105.966,0
"Nov 26, 07:00 pm",0,263.685,117.668,0
"Nov 26, 08:00 pm",0,272.57,129.559,0
"Nov 26, 09:00 pm",0,283.397,141.343,0
"Nov 26, 10:00 pm",0,299.19,152.452,0
"Nov 26, 11:00 pm",0,327.593,161.239,0
"Nov 27, 12:00 am",0,14.1998,163.24,0
"Nov 27, 01:00 am",0,51.1338,156.618,0
"Nov 27, 02:00 am",0,70.9145,146.166,0
"Nov 27, 03:00 am",0,83.2931,134.57,0
"Nov 27, 04:00 am",0,92.78,122.688,0
"Nov 27, 05:00 am",0,101.205,110.887,0
"Nov 27, 06:00 am",0,109.508,99.42,0
"Nov 27, 07:00 am",0,118.328,88.2243,0
"Nov 27, 08:00 am",0,128.224,78.5184,0
"Nov 27, 09:00 am",0,139.707,69.9819,0.651085
"Nov 27, 10:00 am",0,153.14,63.4025,0.610145
"Nov 27, 11:00 am",0,168.424,59.4819,0.571006
"Nov 27, 12:00 pm",0,184.696,58.7728,0.561973
"Nov 27, 01:00 pm",0,200.545,61.3891,0.591974
"Nov 27, 02:00 pm",0,214.806,66.9327,0.634684
"Nov 27, 03:00 pm",0,227.079,74.7304,0.575796
"Nov 27, 04:00 pm",0,237.577,84.0801,0
"Nov 27, 05:00 pm",0,246.773,94.7529,0
"Nov 27, 06:00 pm",0,255.207,106.006,0
"Nov 27, 07:00 pm",0,263.466,117.699,0
"Nov 27, 08:00 pm",0,272.319,129.588,0
"Nov 27, 09:00 pm",0,283.089,141.38,0
"Nov 27, 10:00 pm",0,298.788,152.515,0
"Nov 27, 11:00 pm",0,327.122,161.363,0
"Nov 28, 12:00 am",0,14.0663,163.432,0
"Nov 28, 01:00 am",0,51.2881,156.804,0
"Nov 28, 02:00 am",0,71.0909,146.334,0
"Nov 28, 03:00 am",0,83.4472,134.731,0
"Nov 28, 04:00 am",0,92.9118,122.848,0
"Nov 28, 05:00 am",0,101.319,111.05,0
"Nov 28, 06:00 am",0,109.605,99.5885,0
"Nov 28, 07:00 am",0,118.41,88.3886,0
"Nov 28, 08:00 am",0,128.285,78.702,0
"Nov 28, 09:00 am",0,139.742,70.1727,0
"Nov 28, 10:00 am",0,153.136,63.5958,0.609359
"Nov 28, 11:00 am",0,168.369,59.6693,0.569668
"Nov 28, 12:00 pm",0,184.59,58.9432,0.560269
"Nov 28, 01:00 pm",0,200.4,61.5336,0.59049
"Nov 28, 02:00 pm",0,214.639,67.0481,0
"Nov 28, 03:00 pm",0,226.902,74.8188,0
"Nov 28, 04:00 pm",0,237.396,84.1456,0
"Nov 28, 05:00 pm",0,246.587,94.7997,0
"Nov 28, 06:00 pm",0,255.011,106.04,0
"Nov 28, 07:00 pm",0,263.252,117.725,0
"Nov 28, 08:00 pm",0,272.072,129.612,0
"Nov 28, 09:00 pm",0,282.787,141.41,0
"Nov 28, 10:00 pm",0,298.393,152.57,0
"Nov 28, 11:00 pm",0,326.648,161.479,0
"Nov 29, 12:00 am",0,13.9163,163.617,0
"Nov 29, 01:00 am",0,51.4286,156.985,0
"Nov 29, 02:00 am",0,71.2566,146.5,0
"Nov 29, 03:00 am",0,83.5924,134.89,0
"Nov 29, 04:00 am",0,93.0357,123.006,0
"Nov 29, 05:00 am",0,101.425,111.211,0
"Nov 29, 06:00 am",0,109.696,99.755,0
"Nov 29, 07:00 am",0,118.485,88.5553,0
"Nov 29, 08:00 am",0,128.34,78.8831,0
"Nov 29, 09:00 am",0,139.77,70.3595,0.650268
"Nov 29, 10:00 am",0,153.125,63.7839,0
"Nov 29, 11:00 am",0,168.311,59.8504,0.568388
"Nov 29, 12:00 pm",0,184.482,59.1067,0.558611
"Nov 29, 01:00 pm",0,200.255,61.6712,0.589031
"Nov 29, 02:00 pm",0,214.473,67.1567,0.632666
"Nov 29, 03:00 pm",0,226.728,74.9003,0.569212
"Nov 29, 04:00 pm",17.0882,237.217,84.2035,0
"Nov 29, 05:00 pm",13.5255,246.404,94.8403,0
"Nov 29, 06:00 pm",0,254.819,106.067,0
"Nov 29, 07:00 pm",0,263.043,117.744,0
"Nov 29, 08:00 pm",0,271.832,129.629,0
"Nov 29, 09:00 pm",0,282.491,141.434,0
"Nov 29, 10:00 pm",0,298.003,152.618,0
"Nov 29, 11:00 pm",0,326.172,161.586,0
"Nov 30, 12:00 am",0,13.7497,163.796,0
"Nov 30, 01:00 am",0,51.555,157.164,0
"Nov 30, 02:00 am",0,71.4111,146.664,0
"Nov 30, 03:00 am",0,83.7284,135.048,0
"Nov 30, 04:00 am",0,93.1516,123.163,0
"Nov 30, 05:00 am",0,101.524,111.37,0
"Nov 30, 06:00 am",0,109.78,99.9193,0
"Nov 30, 07:00 am",0,118.553,88.6948,0
"Nov 30, 08:00 am",0,128.389,79.0562,0
"Nov 30, 09:00 am",0,139.791,70.54,0.649906
"Nov 30, 10:00 am",0,153.11,63.9655,0.607931
"Nov 30, 11:00 am",0,168.249,60.0244,0.566024
"Nov 30, 12:00 pm",199.609,184.373,59.2626,0.557002
"Nov 30, 01:00 pm",251.868,200.11,61.8007,0.587599
"Nov 30, 02:00 pm",310.169,214.309,67.2569,0.631676
"Nov 30, 03:00 pm",286.12,226.556,74.973,0.571121
"Nov 30, 04:00 pm",40.198,237.042,84.2506,0
"Nov 30, 05:00 pm",28.3048,246.225,94.8748,0
"Nov 30, 06:00 pm",15.3881,254.632,106.089,0
"Nov 30, 07:00 pm",0,262.839,117.758,0
"Nov 30, 08:00 pm",0,271.597,129.64,0
"Nov 30, 09:00 pm",0,282.203,141.452,0
"Nov 30, 10:00 pm",0,297.62,152.659,0
"Nov 30, 11:00 pm",0,325.694,161.685,0
"Dec 1, 12:00 am",0,13.5661,163.969,0
"Dec 1, 01:00 am",0,51.6669,157.338,0
"Dec 1, 02:00 am",0,71.5544,146.826,0
"Dec 1, 03:00 am",0,83.8552,135.204,0
"Dec 1, 04:00 am",0,93.2596,123.318,0
